sort_cmf,sort_orig,ecoregion,country,island group,location,pred_common,pred_scientific,predator stage,stage units,stocklong,season,source,year_orig,year,n,n_units,ff_common,ff_scientific,ff_eaten_mm,ff_eaten_yr,ff_diet_perc,ff_diet_perc_units,notes
,,Humboldt,Peru,,,Guanay cormorant,Phalacrocorax bougainvillii,,,,,Jahncke and Goya 1997 in Goya 2000 Tabla 1,1999,,,,Anchoveta,Engraulis ringens,,,80.9,,have diet data for other spp for these years
,,Humboldt,Peru,Pisco,,Chilean jack mackerel,Trachurus murphyi,,,,,Muck and Sanchez in Pauly and Tsukayama 1987 pdf p290 Table 3 ,1979,1979,,,Anchoveta,Engraulis ringens,,,90.5,% of stomach content weight,
,,Humboldt,Peru,Pisco,,Chub mackerel,Scomber japonicus,,,,,Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1,1979,1979,,,Anchoveta,Engraulis ringens,,,75,% of total weight composition,
,,Humboldt,Peru,Pisco,,Chub mackerel,Scomber japonicus,,,,,Muck and Sanchez in Pauly and Tsukayama 1987 pdf p288 Figure 1,1982,1982,,,Anchoveta,Engraulis ringens,,,20,% of total weight composition,
,,Humboldt,Peru,Punta San Juan,,Guanay cormorant,Phalacrocorax bougainvillii,chicks,age class,,Jan-Feb,Zavalaga and Paredes 1999 Table 1,1995,1995,,,Anchoveta,Engraulis ringens,12.6±0.3,,65,by number,have diet data for other spp for these years
,,Humboldt,Peru,Punta San Juan,,Guanay cormorant,Phalacrocorax bougainvillii,chicks,age class,,Jan-Feb,Zavalaga and Paredes 1999 Table 1,1996,1996,,,Anchoveta,Engraulis ringens,12.6±0.3,,2,by number,have diet data for other spp for these years
,,North Sea,,,,Hake,Merluccius merluccius,,,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Blue whiting,Micromesistius poutassou,,,30.9,diet matrix,
,,North Sea,,,,Horse mackerel,Trachurus trachurus,,,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Norway pout,Trisopterus esmarkii,,,22.9,diet matrix,
,,North Sea,,,,Large crabs,Majidae spp,,,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Norway pout,Trisopterus esmarkii,,,24,diet matrix,
,,North Sea,,,,Megrim,Lepidorhombus whiffiagonis,,,,,Mackinson and Daskalov 2007 Table 3.4,,,,,European sprat,Sprattus sprattus,,,33.8,diet matrix,
,,North Sea,,,,Megrim,Lepidorhombus whiffiagonis,,,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Norway pout,Trisopterus esmarkii,,,24,diet matrix,
,,North Sea,,,,Saithe,Pollachius virens,juvenile,age class,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Norway pout,Trisopterus esmarkii,,,23.7,diet matrix,
,,North Sea,,,,Saithe,Pollachius virens,adults,age class,,,Mackinson and Daskalov 2007 Table 3.4,,,,,Norway pout,Trisopterus esmarkii,,,32.2,diet matrix,
,,North Sea,,,,Common minke whale,Balaenoptera acutorostrata,,,,,Olsen and Holst 2001,1999,1999,,,Sandeel spp.,Ammodytidae spp.,,,86.7,relative contribution by weight,
,,North Sea,,,,Grey gurnard,Eutrigla gurnardus,,,,,de Gee and Kikkert 1993 Table 10,1991,1991,,,Sandeel spp.,Ammodytidae spp.,,,34.62,by weight,average over all size classes of predator
,,North Sea,,NE,,Arctic skua,Stercorarius parasiticus,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,80,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,NE,,Arctic tern,Sterna paradisaea,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,NE,,Atlantic puffin,Fratercula arctica,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,NE,,Razorbill,Alca torda,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,S and SE,,Arctic tern,Sterna paradisaea,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,S and SE,,Atlantic puffin,Fratercula arctica,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,,S and SE,,Razorbill,Alca torda,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,60,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1968,1968,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1968,1968,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1969,1969,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1969,1969,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1970,1970,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1970,1970,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1971,1971,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1971,1971,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1972,1972,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1972,1972,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,Feb-Apr,Coulston and Thomas 1985 Table 4,1973,1973,,,Sandeel spp.,Ammodytidae spp.,,,13,by weight,
,,North Sea,England,North Shields and Marsden,,Black-legged kittiwake,Rissa tridactyla,chicks,age class,,Jun-Jul,Coulston and Thomas 1985 Table 4,1973,1973,,,Sandeel spp.,Ammodytidae spp.,,,66,by weight,
,,North Sea,Peterhead,,,Arctic tern,Sterna paradisaea,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,80,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Peterhead,,,Atlantic puffin,Fratercula arctica,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,80,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Peterhead,,,Razorbill,Alca torda,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,80,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Shetland,,,Arctic skua,Stercorarius parasiticus,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,100,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Shetland,,,Arctic tern,Sterna paradisaea,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,100,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Shetland,,,Atlantic puffin,Fratercula arctica,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,90,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,North Sea,Shetland,,,Razorbill,Alca torda,,,,,Furness and Tasker 2000 Table 2,2000,2000,,,Lesser sand-eel,Ammodytes marinus,,,90,,"median across yr, study and colony (Tasker and Furness 1996, Furness and Tasker 1999, Wanless et al 1998)"
,,Barents Sea,Norway,,,Atlantic cod,Gadus morhua,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Capelin,Mallotus villosus,,2+,20.71,,year of high capelin abundance
,,Barents Sea,Norway,,,Atlantic cod,Gadus morhua,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Capelin,Mallotus villosus,,1,20.71,,year of high capelin abundance
,,Barents Sea,Norway,,,Atlantic cod,Gadus morhua,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Capelin,Mallotus villosus,,2+,7.2,,year of low capelin abundance
,,Barents Sea,Norway,,,Atlantic cod,Gadus morhua,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Capelin,Mallotus villosus,,1,7.2,,year of low capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Capelin,Mallotus villosus,,2+,14.87,,year of high capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Capelin,Mallotus villosus,,1,6.33,,year of high capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Atlantic herring,Clupea harengus,,1-3,39.9,,year of high capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Capelin,Mallotus villosus,,2+,4.7,,year of low capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Capelin,Mallotus villosus,,1,2,,year of low capelin abundance
,,Barents Sea,Norway,,,Common minke whale,Balaenoptera acutorostrata,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Atlantic herring,Clupea harengus,,1-3,38.4,,year of low capelin abundance
,,Barents Sea,Norway,,,Harp seal,Pagophilus groenlandicus,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Capelin,Mallotus villosus,,2+,33,,year of high capelin abundance
,,Barents Sea,Norway,,,Harp seal,Pagophilus groenlandicus,,,,,Blanchard et al 2002 Table 8,1990,1990,,,Atlantic herring,Clupea harengus,,1-3,10.17,,year of high capelin abundance
,,Barents Sea,Norway,,,Harp seal,Pagophilus groenlandicus,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Capelin,Mallotus villosus,,2+,1,,year of low capelin abundance
,,Barents Sea,Norway,,,Harp seal,Pagophilus groenlandicus,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Atlantic herring,Clupea harengus,,4+,10,,year of low capelin abundance
,,Barents Sea,Norway,,,Harp seal,Pagophilus groenlandicus,,,,,Blanchard et al 2002 Table 8,1995,1995,,,Atlantic herring,Clupea harengus,,1-3,7.3,,year of low capelin abundance
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Atlantic herring (spring spawning),Clupea harengus,,,41.2,by weight,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Sandeel spp.,Ammodytidae spp.,,,14.6,by weight,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2,1979-2003,1991,,,Blue whiting,Micromesistius poutassou,,,5.5,by weight,
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Atlantic herring (spring spawning),Clupea harengus,52.1,,,,"mean, and not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Sandeel spp.,Ammodytidae spp.,80.4,,,,"mean, and not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,,,,,Anker-Nilssen and Aarvak 2006 Tabell 3.4,1988-2003,1996,,,Whiting,Merlangius merlangus,84.1,,,,"mean, and not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2004,2004,,,Atlantic herring (spring spawning),Clupea harengus,62.1,,70.5,by weight,"mean size, not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2004,2004,,,Sandeel spp.,Ammodytidae spp.,92.4,,8,by weight,"mean size, not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2004,2004,,,Blue whiting,Micromesistius poutassou,45.3,,0.6,by weight,"mean size, not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2005,2005,,,Atlantic herring (spring spawning),Clupea harengus,34.8,,20.9,by weight,"mean size, not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2005,2005,,,Sandeel spp.,Ammodytidae spp.,45,,0.1,by weight,"mean size, not specificed adult or chicks"
,,Norway,Hernyken,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen and Aarvak 2006 Tabell 3.2 (%) and Tabell 3.4 (size),2005,2005,,,Blue whiting,Micromesistius poutassou,62.2,,6.4,by weight,"mean size, not specificed adult or chicks"
,,Norway,Norwegian Sea,,,Common minke whale,Balaenoptera acutorostrata,,,,,Olsen and Holst 2001,1999-2000,2000,,,Atlantic herring (spring spawning),Clupea harengus,,,100,relative contribution by weight,
,,Norway,Rost,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,4.09,frequency of occurrence,
,,Norway,Rost,,,Atlantic puffin,Fratercula arctica,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,61.92,frequency of occurrence,
,,Norway,Rost,,,Black-legged kittiwake,Rissa tridactyla,adults,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,34.22,by mass,
,,Norway,Rost,,,Common guillemot,Uria aalge,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,36.21,frequency of occurrence,
,,Norway,Rost,,,Common guillemot,Uria aalge,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring,Clupea harengus,,,3.2,frequency of occurrence,
,,Norway,Rost,,,European shag,Phalacrocorax aristotelis,adults,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,13.05,by mass,
,,Norway,Rost,,,Razorbill,Alca torda,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Sandeel spp.,Ammodytidae spp.,,,51.57,frequency of occurrence,
,,Norway,Rost,,,Razorbill,Alca torda,chicks,age class,,,Anker-Nilssen 2010 Figure 3,2009,2009,,,Atlantic herring (spring spawning),Clupea harengus,,,20.06,frequency of occurrence,
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,chicks,age class,,Breeding,Wanless et al 1993 pdf p 10,1987,1987,,,Lesser sand-eel,Ammodytes marinus,129,,100,,SD=5.7
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,chicks,age class,,Breeding,Wanless et al 1993 pdf p 10,1988,1988,,,Lesser sand-eel,Ammodytes marinus,140,,100,,SD=5.6
,,North Sea,Isle of May,,,European shag,Phalacrocorax aristotelis,chicks,age class,,Breeding,Wanless et al 1993 pdf p 10,1989,1989,,,Lesser sand-eel,Ammodytes marinus,84,,100,,SD=8.3